Project Name,Project Amount,Project Platform,Interest Rate,Project Status,Project Siren,Project Duration,Project Due Date,Project Type,Project Periodicity,Note Plateforme,Project Comment
EURL Leclerc,200000.0,lendix,7.5,Clos,405113028,24,13/03/2023,amortizing,monthly,B,reimbursing
Evergaz,1000000.0,lendopolis,6.5,Clos,504158395,60,03/04/2023,amortizing,monthly,,reimbursing
Financement de l'ouverture de l'Hôtel Papangue étape 4,300000.0,lesentrepreteurs,7.5,Clos,900318601,30,31/03/2023,amortizing,monthly,C,reimbursing
Soley Energie 3,600000.0,lendopolis,7.0,Clos,831797055,48,24/05/2023,amortizing,monthly,,reimbursing
SAS ELECTRA,75019.0,pretup,9.0,Clos,304350002,9,02/03/2023,amortizing,monthly,C+,reimbursing
Visuel'Ink #2,25000.0,lendix,8.9,Clos,881854483,24,08/03/2023,amortizing,monthly,C-,reimbursing
Overeem Telecom,157000.0,lendix,8.2,Clos,52520358,36,06/03/2023,amortizing,monthly,B,reimbursing
AVALON,55009.0,pretup,10.0,Clos,837858216,18,28/02/2023,amortizing,monthly,C+,reimbursing
Noveo Solutions,100000.0,lendix,9.1,Clos,817410558,36,06/03/2023,amortizing,monthly,C,reimbursing
Auto-Ecole Online,150000.0,lendix,9.1,Clos,808557797,36,06/03/2023,amortizing,monthly,C,reimbursing
UNIT-e Tranche 1,2500000.0,enerfip,7.25,Clos,332346709,36,16/03/2023,amortizing,monthly,,reimbursing
Ti'Doby,50000.0,lendix,8.5,Clos,851223792,48,06/03/2023,amortizing,monthly,B,reimbursing
pharmacie Rossi,52017.0,pretup,9.0,Clos,424543320,24,23/02/2023,amortizing,monthly,B-,reimbursing
SAS QUALITY PISCINE,85010.0,pretup,9.5,Clos,753656867,24,22/02/2023,amortizing,monthly,C+,reimbursing
Nogent-sur-Marne - Opération rue Carnot,575000.0,wesharebonds,9.5,Clos,897909875,12,20/02/2023,amortizing,monthly,,reimbursing
Raykeea,200000.0,lendix,8.4,Clos,793508375,60,01/03/2023,amortizing,monthly,B,reimbursing
Automazioni Lb Di Guidi Tarcisio Rafaelho E C.,15000.0,lendix,9.5,Clos,02990790343,24,07/03/2023,amortizing,monthly,C-,reimbursing
Gevo Autobedrijf,150000.0,lendix,9.7,Clos,73751561,60,27/02/2023,amortizing,monthly,C,reimbursing
Trans-Missie,150000.0,lendix,9.1,Clos,83794492,36,27/02/2023,amortizing,monthly,B,reimbursing
Evergaz,1000000.0,lendopolis,6.5,Clos,504158395,60,14/03/2023,amortizing,monthly,,reimbursing
"Saint-Raphaël, Fréjus - Pool d'opérations",330000.0,wesharebonds,9.0,Clos,900657966,12,17/02/2023,amortizing,monthly,,reimbursing
Opération de promotion située route de Gratens à Bérat,290000.0,lesentrepreteurs,10.0,Clos,902902154,18,17/03/2023,amortizing,monthly,D,reimbursing
Sublimons Transactions,200000.0,lendix,8.4,Clos,828759365,48,27/02/2023,amortizing,monthly,B,reimbursing
Omotesando,20000.0,lendix,8.9,Clos,883600744,24,27/02/2023,amortizing,monthly,C-,reimbursing
Toot Sweet,117000.0,lendix,9.0,Clos,811346287,36,27/02/2023,amortizing,monthly,C,reimbursing
M.F.P.,130000.0,lendix,8.8,Clos,451287106,60,27/02/2023,amortizing,monthly,B,reimbursing
Twint Industrial Services,500000.0,lendix,7.7,Clos,63468603,60,23/02/2023,amortizing,monthly,B+,reimbursing
Jupiter,1500000.0,enerfip,6.5,Clos,878450048,36,16/03/2023,amortizing,monthly,,reimbursing
Lotissement de 53 lots situés Le Conardel à Saint-Benoit tranche 2,200000.0,lesentrepreteurs,8.0,Clos,912933710,18,28/02/2023,amortizing,monthly,A,reimbursing
eikamo,22018.0,pretup,8.5,Clos,948575311,24,16/02/2023,amortizing,monthly,C-,reimbursing
Ouverture d'un restaurant Basilic&Co à Chatenay-Malabry,42000.0,lesentrepreteurs,9.0,Clos,913748794,36,28/02/2023,amortizing,monthly,D,reimbursing
Cedeko Raamdekoraties,250000.0,lendix,8.4,Clos,17068472,60,20/02/2023,amortizing,monthly,B,reimbursing
Refinancement de factures commerciales Folhomee lot 23,50000.0,lesentrepreteurs,7.0,Clos,825211428,12,17/02/2023,amortizing,monthly,C,reimbursing
CARMAX,50012.0,pretup,9.75,Clos,888153020,24,15/02/2023,amortizing,monthly,C-,reimbursing
IMS Capital,240010.0,pretup,9.75,Clos,889315420,12,11/02/2023,amortizing,monthly,B-,reimbursing
SARL JOUJOUPI,22019.0,pretup,9.25,Clos,499761526,24,11/02/2023,amortizing,monthly,B-,reimbursing
Ag Advisory Asociados Y Analistas SL #2,40000.0,lendix,11.3,Clos,B98755283,36,18/02/2023,amortizing,monthly,C,reimbursing
Atakama 3,1300000.0,enerfip,7.0,Clos,911409662,36,09/03/2023,amortizing,monthly,,reimbursing
Advaita Capital,25000.0,lendix,8.5,Clos,12116670964,24,03/03/2023,amortizing,monthly,C-,reimbursing
Tonewoods Sl. #2,105000.0,lendix,11.2,Clos,B98612492,36,17/02/2023,amortizing,monthly,C,reimbursing
Mimara Residencial,157500.0,lendix,10.0,Clos,B43654037,48,17/02/2023,amortizing,monthly,B,reimbursing
Evergaz,1000000.0,lendopolis,6.5,Clos,504158395,60,17/02/2023,amortizing,monthly,,reimbursing
Adoss,260000.0,lendix,8.1,Clos,75302659,48,13/02/2023,amortizing,monthly,B,reimbursing
CG Terre,55006.0,pretup,9.5,Clos,538530262,9,07/02/2023,amortizing,monthly,C-,reimbursing
L'EPICERIE DU BEBERT,16014.0,pretup,8.5,Clos,948187133,24,04/02/2023,amortizing,monthly,C,reimbursing
Gomera,1500000.0,enerfip,7.0,Clos,922168810,48,28/02/2023,amortizing,monthly,,reimbursing
Opération de préfinancement d'une cession d’actifs du Groupe Eden tranche 2,1900000.0,lesentrepreteurs,8.5,Clos,408569721,24,28/02/2023,amortizing,monthly,C,reimbursing
Horizon Photovoltaïque 40,1023000.0,lendopolis,5.75,Clos,919375337,54,29/03/2023,amortizing,monthly,,reimbursing
Horizon Photovoltaique 40,476000.0,lendopolis,5.75,Clos,919375337,54,21/03/2023,amortizing,monthly,,reimbursing
Horizon Photovoltaique 40,369000.0,lendopolis,5.75,Clos,919375337,54,01/03/2023,amortizing,monthly,,reimbursing
LELONG ET FILS SAS,125000.0,pretup,9.25,Clos,305082513,24,03/02/2023,amortizing,monthly,C,reimbursing
JLT Invest,750000.0,lendopolis,5.0,Clos,522618362,60,24/03/2023,amortizing,monthly,,reimbursing
SAS LES DEMEURES DU PASTEL,184264.0,pretup,9.25,Clos,533125639,18,01/02/2023,amortizing,monthly,C,reimbursing
EURL BLS Formation,111000.0,lendix,8.1,Clos,490333747,36,06/02/2023,amortizing,monthly,B,reimbursing
New York Pizza Duivendrecht,40000.0,lendix,9.4,Clos,69015945,48,02/02/2023,amortizing,monthly,C,reimbursing
Foncière Borely,90010.0,pretup,9.0,Clos,915273544,18,26/01/2023,amortizing,monthly,C,reimbursing
IT La Défense,150000.0,lendix,9.4,Clos,849871785,48,02/02/2023,amortizing,monthly,C,reimbursing
Smarteo,25000.0,lendix,8.9,Clos,842865461,24,02/02/2023,amortizing,monthly,C-,reimbursing
W.T. International,500000.0,lendix,8.9,Clos,24271585,60,30/01/2023,amortizing,monthly,B+,reimbursing
Evergaz,1000000.0,lendopolis,6.5,Clos,504158395,60,15/02/2023,amortizing,monthly,,reimbursing
Mlle A Marrakech,30000.0,lendix,8.2,Clos,853174902,36,01/02/2023,amortizing,monthly,B,reimbursing
SAS GROUPE ELCR,125017.0,pretup,9.0,Clos,835332057,36,26/01/2023,amortizing,monthly,C,reimbursing
Houdan - Opération Route de Bû,1250000.0,wesharebonds,9.0,Clos,306246778,18,22/01/2023,amortizing,monthly,,reimbursing
SARL Katlek,150000.0,lendix,8.2,Clos,828680132,36,30/01/2023,amortizing,monthly,B,reimbursing
Bodega Valkenburg,378000.0,lendix,9.0,Clos,88367703,60,27/01/2023,amortizing,monthly,C,reimbursing
Onderhoudsbedrijf M. Tacirli,150000.0,lendix,9.7,Clos,24424998,60,26/01/2023,amortizing,monthly,C,reimbursing
Eléments Croissance 3,2000000.0,enerfip,6.0,Clos,908281058,12,16/02/2023,amortizing,monthly,,reimbursing
SAS TECHNOPOUDRE,53008.0,pretup,8.5,Clos,419905153,12,20/01/2023,amortizing,monthly,C,reimbursing
Aloha Construction,15000.0,lendix,10.5,Clos,880926282,24,27/01/2023,amortizing,monthly,C-,reimbursing
Fast Forward Thinking,70000.0,lendix,9.7,Clos,B87272209,36,27/01/2023,amortizing,monthly,B,reimbursing
Evergaz,1000000.0,lendopolis,6.5,Clos,504158395,60,02/02/2023,amortizing,monthly,,reimbursing
PHARMACIE DU PARC,230008.0,pretup,8.5,Clos,879574648,24,31/01/2023,amortizing,monthly,C,reimbursing
Horizon Photovoltaique 44,1050000.0,lendopolis,6.0,Clos,948041249,60,09/02/2023,amortizing,monthly,,reimbursing
Opération de préfinancement d'une cession d’actifs du Groupe Eden tranche 1,500000.0,lesentrepreteurs,8.5,Clos,408569721,24,31/01/2023,amortizing,monthly,C,reimbursing
Ouverture d'un nouveau restaurant Pizza Cosy à Bayonne,30000.0,lesentrepreteurs,8.5,Clos,884953357,36,31/01/2023,amortizing,monthly,D,reimbursing
Opération de promotion située 58 route de l'Étang à Rives,315500.0,lesentrepreteurs,9.0,Clos,904632254,18,31/01/2023,amortizing,monthly,A,reimbursing
JLT Invest,1250000.0,lendopolis,5.0,Clos,522618362,60,06/03/2023,amortizing,monthly,,reimbursing
Refinancement de factures commerciales Folhomee lot 22,47000.0,lesentrepreteurs,7.0,Clos,825211428,12,13/01/2023,amortizing,monthly,C,reimbursing
PETITJEAN,200000.0,pretup,8.5,Clos,310174784,24,17/01/2023,amortizing,monthly,C,reimbursing
Safe&Connect,21016.0,pretup,8.5,Clos,893846717,18,11/01/2023,amortizing,monthly,C,reimbursing
H2air Participatif - Tranche 2,3000000.0,enerfip,7.0,Clos,792872608,36,31/01/2023,amortizing,monthly,,reimbursing
Refinancement de factures commerciales EC lot 4,260000.0,lesentrepreteurs,9.5,Clos,818402448,18,17/01/2023,amortizing,monthly,C,reimbursing
Think Ahead Academy,155660.0,lendix,8.5,Clos,B87547238,48,19/01/2023,amortizing,monthly,B,reimbursing
Opération de marchand de biens située rue Pasteur à Nîmes,775000.0,lesentrepreteurs,9.0,Clos,892768458,18,20/01/2023,amortizing,monthly,D,reimbursing
SARL JMB RESTAURATION,21001.0,pretup,8.5,Clos,881523716,24,31/12/2022,amortizing,monthly,C,reimbursing
APERISTRELLI,26002.0,pretup,8.5,Clos,750135675,24,30/12/2022,amortizing,monthly,C,reimbursing
Club Deal,700000.0,wesharebonds,11.25,Clos,,12,29/12/2022,amortizing,monthly,,reimbursing
MULTI PACK,53015.0,pretup,8.5,Clos,831312038,24,30/12/2022,amortizing,monthly,C,reimbursing
Curve Works,103000.0,lendix,8.9,Clos,64738884,60,05/01/2023,amortizing,monthly,B,reimbursing
Cargoflexx  #2,231000.0,lendix,7.7,Clos,57862583,48,05/01/2023,amortizing,monthly,C,reimbursing
Noordman Instruments,250000.0,lendix,7.5,Clos,24357099,60,04/01/2023,amortizing,monthly,B,reimbursing
KCN Holding,1417000.0,lendix,7.9,Clos,852397736,84,05/01/2023,amortizing,monthly,B,reimbursing
Addixo,350000.0,lendix,7.2,Clos,825029853,48,04/01/2023,amortizing,monthly,A,reimbursing
Ifinance Assurance,93000.0,lendix,7.8,Clos,817550742,36,02/01/2023,amortizing,monthly,B,reimbursing
Ecophora,25000.0,lendix,8.9,Clos,848563946,24,02/01/2023,amortizing,monthly,C-,reimbursing
SAS CO PAINS,150000.0,pretup,8.5,Clos,889260964,24,02/01/2023,amortizing,monthly,C,reimbursing
Kers It,215000.0,lendix,8.0,Clos,74658115,60,27/12/2022,amortizing,monthly,C,reimbursing
Bordeaux - Opération rue Pénicaud,1180000.0,wesharebonds,9.0,Clos,917441081,12,21/12/2022,amortizing,monthly,,reimbursing
Jmg Harry,20000.0,lendix,8.9,Clos,838054690,24,02/01/2023,amortizing,monthly,C-,reimbursing
Prime Auto,25000.0,lendix,8.9,Clos,899472336,24,29/12/2022,amortizing,monthly,C-,reimbursing
Sebastopole,200000.0,lendix,7.8,Clos,753826452,36,28/12/2022,amortizing,monthly,B,reimbursing
Ouverture d'une franchise Eat Salad à La Roche-sur-Yon,40000.0,lesentrepreteurs,8.5,Clos,915168967,36,17/01/2023,amortizing,monthly,D,reimbursing
Camping Hengeland,1660000.0,lendix,5.9,Clos,67294103,84,26/12/2022,amortizing,monthly,B,reimbursing
Ouverture d'un Carrefour Occasion à Montigny-lès-Cormeilles,120000.0,lesentrepreteurs,7.5,Clos,921322384,48,17/01/2023,amortizing,monthly,D,reimbursing
Torus Cooling,262000.0,lendix,6.5,Clos,72870540,60,26/12/2022,amortizing,monthly,C,reimbursing
Serverhome  #2,36000.0,lendix,9.8,Clos,77669177,60,26/12/2022,amortizing,monthly,C,reimbursing
Varipar Distribution,671000.0,lendix,6.3,Clos,61804126,84,26/12/2022,amortizing,monthly,A,reimbursing
AFI4,360000.0,pretup,9.0,Clos,919539601,18,18/01/2023,amortizing,monthly,C,reimbursing
JLT Invest,1450000.0,lendopolis,5.0,Clos,522618362,60,09/01/2023,amortizing,monthly,,reimbursing
Lavanderia Industrial Valencia Sociedad Limitada.,103780.0,lendix,9.9,Clos,B98608995,48,23/12/2022,amortizing,monthly,C,reimbursing
Opération de marchand de biens située chemin des Quatre Saisons à La Baule-Escoublac,96000.0,lesentrepreteurs,9.0,Clos,841213911,18,23/12/2022,amortizing,monthly,D,reimbursing
Lano Klussenbedrijf,156000.0,lendix,9.4,Clos,73290734,48,21/12/2022,amortizing,monthly,C,reimbursing
Kelcap,15000.0,lendix,9.9,Clos,905104584,24,23/12/2022,amortizing,monthly,C-,reimbursing
Kiesproduct,500000.0,lendix,9.0,Clos,59260831,36,20/12/2022,amortizing,monthly,B,reimbursing
Financement opération marchand de biens située rue du 8 mai 1945 à Villeurbanne,230000.0,lesentrepreteurs,9.0,Clos,805273083,24,23/12/2022,amortizing,monthly,D,reimbursing
Solarion 12,3000000.0,enerfip,7.0,Clos,798134359,36,31/01/2023,amortizing,monthly,,reimbursing
Phlipart Fabrice,15016.0,pretup,8.5,Clos,508303187,24,14/12/2022,amortizing,monthly,C,reimbursing
Viviane,60000.0,lendix,9.6,Clos,838765212,48,21/12/2022,amortizing,monthly,C,reimbursing
Bcube Agency,200000.0,lendix,8.5,Clos,838762862,48,21/12/2022,amortizing,monthly,B,reimbursing
La Cantalienne,200000.0,lendix,8.2,Clos,662004118,36,21/12/2022,amortizing,monthly,B,reimbursing
Financement du stock S2RI lot 9,50000.0,lesentrepreteurs,8.0,Clos,902932359,12,16/12/2022,amortizing,monthly,B,reimbursing
Refinancement de factures commerciales Folhomee lot 21,56200.0,lesentrepreteurs,7.0,Clos,825211428,12,16/12/2022,amortizing,monthly,C,reimbursing
Agrisol 2,4000000.0,enerfip,6.5,Clos,911452571,24,05/01/2023,amortizing,monthly,,reimbursing
MAG MOTO,150000.0,pretup,8.5,Clos,494893019,24,29/12/2022,amortizing,monthly,C,reimbursing
Opération marchand de biens située rue des Lilas à Noé,274000.0,lesentrepreteurs,9.5,Clos,902902154,12,23/12/2022,amortizing,monthly,D,reimbursing
Parla Deporte,103780.0,lendix,9.7,Clos,B81768764,36,12/12/2022,amortizing,monthly,C,reimbursing
Wathe,15000.0,lendix,9.9,Clos,899617971,24,16/12/2022,amortizing,monthly,C-,reimbursing
GRAPH'EAU,160000.0,pretup,8.5,Clos,528750128,24,08/12/2022,amortizing,monthly,C,reimbursing
Coralium,15000.0,lendix,6.5,Clos,899858963,24,15/12/2022,amortizing,monthly,C-,reimbursing
My Drivers,25000.0,lendix,8.2,Clos,904843992,24,15/12/2022,amortizing,monthly,C-,reimbursing
Espira,165000.0,enerfip,6.0,Clos,910679778,48,10/04/2023,amortizing,monthly,,reimbursing
Saze,21500.0,enerfip,6.0,Clos,910679778,48,10/04/2023,amortizing,monthly,,reimbursing
Horizon Photovoltaïque 43,660000.0,lendopolis,5.5,Clos,921568648,54,08/01/2023,amortizing,monthly,,reimbursing
Société Provençale En Ressources Naturelles,150000.0,lendix,9.4,Clos,444061857,48,15/12/2022,amortizing,monthly,C,reimbursing
Opération de promotion chemin de la Bastidasse à La Roquette-sur-Siagne,177000.0,lesentrepreteurs,9.0,Clos,900091018,18,23/12/2022,amortizing,monthly,B,reimbursing
I-Experts,100000.0,lendix,6.7,Clos,67692567,36,12/12/2022,amortizing,monthly,B,reimbursing
Toulouse - Opération rue de la Pomme,350000.0,wesharebonds,8.5,Clos,895114791,18,02/12/2022,amortizing,monthly,,reimbursing
J-Trucks,200000.0,lendix,7.8,Clos,502339674,36,12/12/2022,amortizing,monthly,B,reimbursing
Financement du stock S2RI lot 8,50000.0,lesentrepreteurs,8.0,Clos,902932359,12,16/12/2022,amortizing,monthly,C,reimbursing
MJB,200000.0,lendix,8.4,Clos,823676788,36,12/12/2022,amortizing,monthly,B,reimbursing
Enel Esprit d'équipe et d'entreprise,160000.0,pretup,8.5,Clos,414835892,36,14/12/2022,amortizing,monthly,C,reimbursing
Horizon Photovoltaique 42,239000.0,lendopolis,5.5,Clos,921568382,60,04/01/2023,amortizing,monthly,,reimbursing
Ebenisterie Concept,15000.0,lendix,9.9,Clos,904791035,24,12/12/2022,amortizing,monthly,C-,reimbursing
Horizon Photovoltaique 28,63000.0,lendopolis,6.0,Clos,904877396,60,04/12/2022,amortizing,monthly,,reimbursing
Horizon Photovoltaique 28,32000.0,lendopolis,6.0,Clos,904877396,60,22/12/2022,amortizing,monthly,,reimbursing
Horizon Photovoltaique 28,35000.0,lendopolis,6.0,Clos,904877396,60,09/12/2022,amortizing,monthly,,reimbursing
Horizon Photovoltaique 28,63000.0,lendopolis,6.0,Clos,904877396,60,06/12/2022,amortizing,monthly,,reimbursing
Horizon Photovoltaique 28,72000.0,lendopolis,6.0,Clos,904877396,60,09/12/2022,amortizing,monthly,,reimbursing
Horizon Photovoltaique 28,33000.0,lendopolis,6.0,Clos,904877396,60,22/12/2022,amortizing,monthly,,reimbursing
Horizon Photovoltaique 28,34000.0,lendopolis,6.0,Clos,904877396,60,14/12/2022,amortizing,monthly,,reimbursing
Horizon Photovoltaique 28,595000.0,lendopolis,6.0,Clos,904877396,60,15/01/2023,amortizing,monthly,,reimbursing
Horizon Photovoltaique 28,321000.0,lendopolis,6.0,Clos,904877396,60,12/01/2023,amortizing,monthly,,reimbursing
Horizon Photovoltaique 28,63000.0,lendopolis,6.0,Clos,904877396,60,04/01/2023,amortizing,monthly,,reimbursing
WelcomeKit,25000.0,lendix,8.2,Clos,889408019,24,12/12/2022,amortizing,monthly,C-,reimbursing
Lo Forte,200000.0,lendix,7.0,Clos,528226079,48,12/12/2022,amortizing,monthly,B,reimbursing
Lift,25000.0,lendix,8.2,Clos,892829839,24,12/12/2022,amortizing,monthly,C-,reimbursing
SELARL BIHANBEG,65003.0,pretup,8.5,Clos,882974793,24,01/12/2022,amortizing,monthly,C,reimbursing
Intersec,200000.0,lendix,6.3,Clos,479898561,36,07/12/2022,amortizing,monthly,B,reimbursing
PV Prod 2,2000000.0,lendopolis,4.75,Clos,881291959,18,12/12/2022,amortizing,monthly,,reimbursing
NERO INVEST,125001.0,pretup,9.0,Clos,881855035,18,29/11/2022,amortizing,monthly,C,reimbursing
Club Deal,350000.0,wesharebonds,8.5,Clos,,18,26/11/2022,amortizing,monthly,,reimbursing
Bois Et Blanc,25000.0,lendix,8.2,Clos,810268037,24,05/12/2022,amortizing,monthly,C-,reimbursing
Hervé #2,188000.0,lendix,7.2,Clos,849337506,48,05/12/2022,amortizing,monthly,B,reimbursing
Sauerbrei Logistics France #2,160000.0,lendix,6.4,Clos,350444956,24,05/12/2022,amortizing,monthly,B,reimbursing
Opération de marchand de biens située chemin Noirolle à Cély-en-Bière,112000.0,lesentrepreteurs,9.0,Clos,918415308,12,20/12/2022,amortizing,monthly,A,reimbursing
Vrit Consult,15000.0,lendix,9.9,Clos,842637902,24,05/12/2022,amortizing,monthly,C-,reimbursing
Brasco Sl,116000.0,lendix,8.0,Clos,B08421422,48,08/12/2022,amortizing,monthly,B,reimbursing
H2air Participatif,2000000.0,enerfip,7.0,Clos,792872608,36,29/12/2022,amortizing,annual,,reimbursing
Horizon Photovoltaïque 41,570000.0,lendopolis,6.0,Clos,919979013,42,23/01/2023,amortizing,monthly,,reimbursing
Urba 48,30000.0,lendopolis,5.0,Clos,530401017,48,02/01/2023,amortizing,monthly,,reimbursing
Urba 122,30000.0,lendopolis,5.0,Clos,819369091,48,20/01/2023,amortizing,monthly,,reimbursing
U And I Optic Instrument,250000.0,lendix,7.5,Clos,75098865,84,30/11/2022,amortizing,monthly,C,reimbursing
Mtv Makelaardij,50000.0,lendix,6.7,Clos,27286515,36,30/11/2022,amortizing,monthly,B,reimbursing
SAS MILWEN,22017.0,pretup,8.5,Clos,839446531,12,24/11/2022,amortizing,monthly,C,reimbursing
Masha,613000.0,lendix,6.4,Clos,53770617,84,29/11/2022,amortizing,monthly,B,reimbursing
Dp Wageningen  #2,60000.0,lendix,6.7,Clos,86294776,36,29/11/2022,amortizing,monthly,B,reimbursing
Archipel,2700000.0,enerfip,7.0,Clos,902292945,48,31/12/2022,amortizing,monthly,,reimbursing
Financement opération immobilière route de Courbessac à Nîmes,500000.0,lesentrepreteurs,9.0,Clos,914997952,12,23/12/2022,amortizing,monthly,D,reimbursing
Digital Logistic Services,15000.0,lendix,9.9,Clos,899346886,24,30/11/2022,amortizing,monthly,C-,reimbursing
Présilly - La ferme au gibus,860000.0,wesharebonds,11.0,Clos,807836796,12,18/11/2022,amortizing,monthly,,reimbursing
Khaven,25000.0,lendix,8.2,Clos,891739120,24,28/11/2022,amortizing,monthly,C-,reimbursing
Sellinnate,25000.0,lendix,8.75,Clos,07104820480,24,02/12/2022,amortizing,monthly,C-,reimbursing
Mindset Finance,15000.0,lendix,9.9,Clos,878379874,24,28/11/2022,amortizing,monthly,C-,reimbursing
MILLING EXPERTS FRANCE,100010.0,pretup,8.5,Clos,838002673,24,19/11/2022,amortizing,monthly,C,reimbursing
Secondhandphone,30000.0,lendix,6.5,Clos,852756048,24,28/11/2022,amortizing,monthly,C-,reimbursing
Équinoxe,2100000.0,enerfip,6.5,Clos,920044450,18,15/12/2022,amortizing,monthly,,reimbursing
Boch 22,400014.0,pretup,9.0,Clos,532295045,18,27/11/2022,amortizing,monthly,B,reimbursing
SAS IMMOCAP,106018.0,pretup,9.0,Clos,844054197,18,18/11/2022,amortizing,monthly,C,reimbursing
Synergie Solaire,12272.0,lendopolis,0.0,Clos,528682198,0,27/12/2022,amortizing,monthly,,reimbursing
Someja,20000.0,lendix,6.5,Clos,904961737,24,25/11/2022,amortizing,monthly,C-,reimbursing
France Maintenance Sablage,20000.0,lendix,8.2,Clos,818337107,24,25/11/2022,amortizing,monthly,C-,reimbursing
Team Habitat,15000.0,lendix,9.9,Clos,890473127,24,24/11/2022,amortizing,monthly,C-,reimbursing
LPB Form,140000.0,lendix,5.7,Clos,810843714,36,24/11/2022,amortizing,monthly,B,reimbursing
Eléments Croissance 2,2000000.0,enerfip,6.0,Clos,908271950,12,15/12/2022,amortizing,annual,,reimbursing
